,route,mean_delay_route
1751,DTWHSV,-3.3333333333333335
1752,DTWIAD,-0.8571428571428571
1753,DTWIAH,-7.435897435897436
1754,DTWIMT,-8.0
1755,DTWIND,-2.3333333333333335
1756,DTWITH,-0.23529411764705882
1757,DTWJAX,-4.0
1758,DTWJFK,-1.9285714285714286
1759,DTWLAN,-8.0
1760,DTWLAS,-4.787878787878788
1761,DTWLAX,-1.6216216216216217
1762,DTWLEX,-1.7777777777777777
1763,DTWLGA,3.732142857142857
1764,DTWLIT,-12.333333333333334
1765,DTWLSE,-10.0
1766,DTWMBS,-3.55
1767,DTWMCI,-14.466666666666667
1768,DTWMCO,-0.8085106382978723
1769,DTWMDT,-4.625
1770,DTWMDW,4.857142857142857
1771,DTWMEM,-4.363636363636363
1772,DTWMHT,-6.833333333333333
1773,DTWMIA,-4.739130434782608
1774,DTWMKE,2.411764705882353
1775,DTWMLI,6.636363636363637
1776,DTWMQT,-1.0
1777,DTWMSN,-5.466666666666667
1778,DTWMSP,-1.868421052631579
1779,DTWMSY,-4.555555555555555
1780,DTWMYR,6.285714285714286
1781,DTWOKC,9.0
1782,DTWOMA,-5.1
1783,DTWORD,-0.5934065934065934
1784,DTWORF,-6.166666666666667
1785,DTWPBI,-12.875
1786,DTWPDX,-9.666666666666666
1787,DTWPHL,5.882352941176471
1788,DTWPHX,-3.973684210526316
1789,DTWPIA,4.75
1790,DTWPIT,-1.0666666666666667
1791,DTWPLN,2.1
1792,DTWPVD,-0.07692307692307693
1793,DTWPWM,5.769230769230769
1794,DTWRDU,-6.086956521739131
1795,DTWRIC,-3.6666666666666665
1796,DTWROC,0.8823529411764706
1797,DTWRSW,-10.5
1798,DTWSAN,-5.0
1799,DTWSAT,-9.090909090909092
1800,DTWSAV,-24.0
1801,DTWSBN,-0.4
1802,DTWSCE,-4.666666666666667
1803,DTWSDF,-4.88
1804,DTWSEA,5.217391304347826
1805,DTWSFO,3.4210526315789473
1806,DTWSJC,-14.666666666666666
1807,DTWSLC,-1.75
1808,DTWSMF,-20.0
1809,DTWSNA,-11.75
1810,DTWSRQ,-2.3333333333333335
1811,DTWSTL,-3.566666666666667
1812,DTWSWF,7.857142857142857
1813,DTWSYR,-4.333333333333333
1814,DTWTPA,-1.4583333333333333
1815,DTWTTN,27.0
1816,DTWTUL,15.5
1817,DTWTVC,-0.5789473684210527
1818,DTWTYS,-4.428571428571429
1819,DUTANC,-7.7
1820,DVLDEN,3.8333333333333335
1821,DVLJMS,-10.0
1822,EARDEN,-11.714285714285714
1823,EARORD,-29.0
1824,EATSEA,10.692307692307692
1825,EAUORD,-3.1
1826,ECPATL,-2.8529411764705883
1827,ECPAUS,23.0
1828,ECPBNA,6.75
1829,ECPBWI,5.0
1830,ECPCLT,27.0
1831,ECPDAL,4.333333333333333
1832,ECPDFW,-5.0
1833,ECPHOU,0.75
1834,ECPIAH,0.625
1835,ECPORD,-5.0
1836,ECPSTL,-6.285714285714286
1837,EGEDEN,14.0
1838,EGEDFW,-2.0
1839,EGEEWR,-19.0
1840,EGEIAH,-20.0
1841,EGEJFK,-13.0
1842,EGELAX,1.6666666666666667
1843,EGEMIA,-39.0
1844,EGEORD,2.25
1845,EGESFO,29.0
1846,EKOSLC,-10.875
1847,ELMDTW,-7.72
1848,ELMEWR,28.75
1849,ELMIAD,-39.0
1850,ELPATL,-5.444444444444445
1851,ELPAUS,-6.777777777777778
1852,ELPDAL,-0.05555555555555555
1853,ELPDEN,-5.72
1854,ELPDFW,-1.3243243243243243
1855,ELPHOU,0.9
1856,ELPIAH,-3.7419354838709675
1857,ELPLAS,9.7
1858,ELPLAX,5.6875
1859,ELPORD,16.25
1860,ELPPHX,6.714285714285714
1861,ELPSAN,1.8
1862,ELPSAT,-7.555555555555555
1863,ELPSEA,24.5
1864,ERICLT,-16.0
1865,ERIDTW,-8.555555555555555
1866,ERIORD,7.125
1867,ERIPHL,-12.25
1868,ESCDTW,-4.285714285714286
1869,EUGAZA,7.5
1870,EUGDEN,-14.272727272727273
1871,EUGLAS,-8.5
1872,EUGLAX,10.214285714285714
1873,EUGOAK,-0.5
1874,EUGORD,22.0
1875,EUGPDX,4.25
1876,EUGPHX,-8.333333333333334
1877,EUGSEA,3.8484848484848486
1878,EUGSFO,6.1875
1879,EUGSLC,6.125
1880,EVVATL,-2.7333333333333334
1881,EVVCLT,-2.0625
1882,EVVDFW,-3.1666666666666665
1883,EVVDTW,-1.5263157894736843
1884,EVVORD,-2.9444444444444446
1885,EVVSFB,-3.0
1886,EWNATL,-15.0
1887,EWNCLT,-4.05
1888,EWRACK,-18.0
1889,EWRALB,4.222222222222222
1890,EWRATL,2.1728395061728394
1891,EWRAUS,0.6
1892,EWRAVL,-9.4
1893,EWRAVP,27.0
1894,EWRBDL,1.4
1895,EWRBGR,4.25
1896,EWRBNA,-3.793103448275862
1897,EWRBOS,6.203125
1898,EWRBQN,16.22222222222222
1899,EWRBTV,12.277777777777779
1900,EWRBUF,12.25925925925926
1901,EWRBWI,3.4
1902,EWRBZN,-10.0
1903,EWRCAK,11.0
1904,EWRCHA,9.666666666666666
1905,EWRCHS,-0.04
1906,EWRCLE,-3.185185185185185
1907,EWRCLT,3.392857142857143
1908,EWRCMH,0.5172413793103449
1909,EWRCVG,2.5
1910,EWRDAY,1.4
1911,EWRDCA,0.5
1912,EWRDEN,3.909090909090909
1913,EWRDFW,-1.65
1914,EWRDSM,62.0
1915,EWRDTW,2.3728813559322033
1916,EWREGE,49.0
1917,EWRELM,18.5
1918,EWREYW,-7.666666666666667
1919,EWRFLL,5.297297297297297
1920,EWRFWA,-28.0
1921,EWRGRR,6.142857142857143
1922,EWRGSO,-2.2
1923,EWRGSP,7.6923076923076925
1924,EWRHHH,36.0
1925,EWRHNL,2.1666666666666665
1926,EWRIAD,2.9
1927,EWRIAH,4.918918918918919
1928,EWRIND,2.6315789473684212
1929,EWRITH,24.333333333333332
1930,EWRJAX,2.6666666666666665
1931,EWRLAS,7.625
1932,EWRLAX,0.5517241379310345
1933,EWRLEX,7.5
1934,EWRMCI,15.25
1935,EWRMCO,9.261904761904763
1936,EWRMDW,10.1875
1937,EWRMEM,10.5
1938,EWRMHT,12.5
1939,EWRMIA,3.1666666666666665
1940,EWRMKE,18.0
1941,EWRMSN,7.222222222222222
1942,EWRMSP,-9.529411764705882
1943,EWRMSY,1.35
1944,EWRMTJ,-3.0
1945,EWRMYR,-2.0
1946,EWROAK,-20.0
1947,EWROKC,7.0
1948,EWROMA,9.416666666666666
1949,EWRORD,-0.4126984126984127
1950,EWRORF,5.7
1951,EWRPBI,3.48
1952,EWRPDX,-0.42857142857142855
1953,EWRPHX,1.0
1954,EWRPIT,4.84
1955,EWRPQI,0.4
1956,EWRPSP,17.0
1957,EWRPVD,4.384615384615385
1958,EWRPWM,0.75
1959,EWRRDU,-0.5098039215686274
1960,EWRRIC,6.826086956521739
1961,EWRROC,8.45
1962,EWRRSW,2.5454545454545454
1963,EWRSAN,5.294117647058823
1964,EWRSAT,18.666666666666668
1965,EWRSAV,-0.8571428571428571
1966,EWRSBN,-5.333333333333333
1967,EWRSDF,-5.538461538461538
1968,EWRSEA,-3.789473684210526
1969,EWRSFO,0.030303030303030304
1970,EWRSJC,-6.75
1971,EWRSJU,7.222222222222222
1972,EWRSLC,-5.142857142857143
1973,EWRSMF,33.0
1974,EWRSNA,-1.4545454545454546
1975,EWRSRQ,30.0
1976,EWRSTL,6.64
1977,EWRSYR,-2.5
1978,EWRTPA,3.4054054054054053
1979,EWRTVC,5.0
1980,EWRTYS,14.75
1981,EWRVPS,6.0
1982,EWRXNA,1.0
1983,EYWATL,-2.888888888888889
1984,EYWCLT,2.2
1985,EYWDCA,-12.75
1986,EYWDFW,15.333333333333334
1987,EYWEWR,5.0
1988,EYWMIA,-7.0
1989,EYWORD,-1.6666666666666667
1990,FAIANC,-7.2592592592592595
1991,FAIMSP,-16.0
1992,FAIORD,4.333333333333333
1993,FAISCC,-7.142857142857143
1994,FAISEA,-0.4375
1995,FAISFO,2.0
1996,FARAZA,13.0
1997,FARDEN,0.05
1998,FARDFW,-6.285714285714286
1999,FARLAS,-26.0
2000,FARMSP,0.19047619047619047
2001,FARORD,3.5
2002,FATDEN,-1.5625
2003,FATDFW,-3.857142857142857
2004,FATLAS,4.6
2005,FATLAX,-3.8055555555555554
2006,FATORD,50.5
2007,FATPDX,-2.4
2008,FATPHX,-3.611111111111111
2009,FATSAN,-6.333333333333333
2010,FATSEA,5.777777777777778
2011,FATSFO,4.5
2012,FATSLC,-1.8823529411764706
2013,FAYATL,1.15
2014,FAYCLT,1.696969696969697
2015,FAYIAD,-11.375
2016,FCADEN,-0.7894736842105263
2017,FCADFW,-15.0
2018,FCALAS,-20.0
2019,FCALAX,-16.0
2020,FCAMSP,18.166666666666668
2021,FCAORD,-7.666666666666667
2022,FCASEA,1.588235294117647
2023,FCASFO,-3.4
2024,FCASLC,-8.857142857142858
2025,FLGDEN,-6.0
2026,FLGDFW,-5.0
2027,FLGPHX,-11.181818181818182
2028,FLLACY,5.6
2029,FLLALB,6.0
2030,FLLATL,4.3584905660377355
2031,FLLAUS,0.2727272727272727
2032,FLLAVL,6.384615384615385
2033,FLLBDL,2.739130434782609
2034,FLLBLV,6.0
2035,FLLBNA,3.76
2036,FLLBOS,7.074074074074074
2037,FLLBQN,-0.5
2038,FLLBUF,1.75
2039,FLLBWI,-0.6595744680851063
2040,FLLCHS,2.5
2041,FLLCLE,7.916666666666667
2042,FLLCLT,3.466666666666667
2043,FLLCMH,0.875
2044,FLLCVG,13.0
2045,FLLDAL,3.0
2046,FLLDCA,-4.48
2047,FLLDEN,1.1304347826086956
2048,FLLDFW,-3.3636363636363638
2049,FLLDTW,-2.888888888888889
2050,FLLEWR,4.102941176470588
2051,FLLGRR,8.0
2052,FLLGSP,10.2
2053,FLLHOU,-1.2142857142857142
2054,FLLHPN,5.444444444444445
2055,FLLIAD,16.0
2056,FLLIAG,-9.0
2057,FLLIAH,-9.423076923076923
2058,FLLIND,11.9
2059,FLLISP,4.0
2060,FLLJAX,6.208333333333333
2061,FLLJFK,5.121951219512195
2062,FLLLAS,-3.0
2063,FLLLAX,5.56
2064,FLLLBE,1.8
2065,FLLLCK,47.0
2066,FLLLEX,-9.0
2067,FLLLGA,7.298701298701299
2068,FLLLGB,7.333333333333333
2069,FLLMCI,2.3333333333333335
2070,FLLMCO,5.791666666666667
2071,FLLMDW,2.9047619047619047
2072,FLLMEM,13.5
2073,FLLMKE,-15.0
2074,FLLMSP,-2.0
2075,FLLMSY,-0.6129032258064516
2076,FLLMYR,5.583333333333333
2077,FLLORD,-4.375
2078,FLLORF,-3.5
2079,FLLORH,14.571428571428571
2080,FLLPBG,-7.8
2081,FLLPHL,6.65625
2082,FLLPHX,17.4
2083,FLLPIT,1.0
2084,FLLPVD,4.4
2085,FLLRDU,11.1
2086,FLLRIC,16.666666666666668
2087,FLLSAN,4.8
2088,FLLSAT,-2.4
2089,FLLSDF,-5.5
2090,FLLSEA,-3.625
2091,FLLSFO,4.470588235294118
2092,FLLSJU,5.836734693877551
2093,FLLSLC,6.4
2094,FLLSTL,8.1
2095,FLLSTT,-0.8333333333333334
2096,FLLSWF,-7.666666666666667
2097,FLLSYR,14.666666666666666
2098,FLLTPA,-0.76
2099,FLLTTN,55.0
2100,FLLTYS,13.88888888888889
2101,FLLUSA,10.714285714285714
2102,FLOCLT,-11.071428571428571
2103,FNTATL,5.6923076923076925
2104,FNTCLT,-9.8
2105,FNTMDW,-9.666666666666666
2106,FNTMSP,3.3333333333333335
2107,FNTORD,-5.535714285714286
2108,FNTPIE,-1.0
2109,FNTSFB,1.0
2110,FSDATL,-13.4
2111,FSDAZA,-4.0
2112,FSDDEN,6.541666666666667
2113,FSDDFW,2.857142857142857
2114,FSDLAS,-20.0
2115,FSDMSP,2.36
2116,FSDORD,3.7142857142857144
2117,FSDPHX,3.2
2118,FSMATL,-10.4
2119,FSMDFW,-2.5833333333333335
2120,FWAATL,-8.444444444444445
2121,FWACLT,9.125
2122,FWADFW,0.2
2123,FWADTW,0.6666666666666666
2124,FWAEWR,-8.0
2125,FWAMSP,-20.6
2126,FWAORD,10.416666666666666
2127,FWAPGD,-1.0
2128,FWAPHL,-13.25
2129,FWAPIE,-19.0
2130,FWASFB,-17.5
2131,GCCDEN,-6.2
2132,GCKDFW,-0.25
2133,GEGBOI,-0.045454545454545456
2134,GEGDEN,-1.0714285714285714
2135,GEGDFW,-17.333333333333332
2136,GEGLAS,-0.6666666666666666
2137,GEGLAX,-12.0
2138,GEGMDW,42.0
2139,GEGMSP,1.375
2140,GEGOAK,1.1
2141,GEGORD,-14.75
2142,GEGPDX,2.611111111111111
2143,GEGPHX,-3.4444444444444446
2144,GEGSAN,5.714285714285714
2145,GEGSEA,5.5675675675675675
2146,GEGSFO,-4.75
2147,GEGSJC,6.333333333333333
2148,GEGSLC,-2.9285714285714284
2149,GEGSMF,0.5
2150,GFKAZA,-22.0
2151,GFKLAS,-2.0
2152,GFKMSP,-2.0
2153,GGGDFW,-0.25
2154,GJTDEN,6.565217391304348
2155,GJTDFW,0.6842105263157895
2156,GJTLAS,-16.0
2157,GJTORD,-14.0
2158,GJTPHX,-5.3
2159,GJTSLC,-5.133333333333334
2160,GNVATL,1.0384615384615385
2161,GNVCLT,0.25
2162,GNVDFW,-5.333333333333333
2163,GNVMIA,11.8
2164,GPTATL,-3.8
2165,GPTCLT,4.0
2166,GPTDFW,0.0
2167,GPTIAH,-10.0
2168,GPTSFB,31.0
2169,GRBATL,2.357142857142857
2170,GRBDTW,-1.3529411764705883
2171,GRBMSP,-7.384615384615385
2172,GRBORD,-2.975
2173,GRIAZA,2.0
2174,GRIDFW,0.8888888888888888
2175,GRILAS,36.0
2176,GRKDFW,5.909090909090909
2177,GRKIAH,-1.9090909090909092
2178,GRRATL,-5.166666666666667
2179,GRRAZA,-6.0
2180,GRRBWI,-2.8333333333333335
2181,GRRCLT,4.666666666666667
2182,GRRDCA,-7.75
2183,GRRDEN,2.5454545454545454
2184,GRRDFW,4.8
2185,GRRDTW,-4.769230769230769
2186,GRREWR,4.8
2187,GRRIAD,19.8
2188,GRRIAH,11.454545454545455
2189,GRRLAS,3.5
2190,GRRLGA,0.625
2191,GRRMCO,1.0
2192,GRRMDW,11.571428571428571
2193,GRRMIA,-7.0
2194,GRRMSP,-7.714285714285714
2195,GRRORD,1.8615384615384616
2196,GRRPGD,5.666666666666667
2197,GRRPHL,-9.2
2198,GRRPIE,-8.0
2199,GRRRSW,-13.0
2200,GRRSAV,3.0
2201,GRRSFB,-7.75
2202,GRRTPA,2.3333333333333335
2203,GSOATL,-4.633333333333334
2204,GSOCLT,-2.340909090909091
2205,GSODCA,-5.866666666666666
2206,GSODEN,20.0
2207,GSODFW,-3.5
2208,GSODTW,-15.181818181818182
2209,GSOEWR,12.647058823529411
2210,GSOFLL,10.333333333333334
2211,GSOIAD,-16.181818181818183
2212,GSOLGA,-0.08695652173913043
2213,GSOMCO,14.5
2214,GSOMIA,10.166666666666666
2215,GSOORD,-3.2
2216,GSOPHL,-5.090909090909091
2217,GSOSFB,7.0
2218,GSOTPA,8.666666666666666
2219,GSPATL,-3.2790697674418605
2220,GSPCLT,4.813953488372093
2221,GSPDCA,-0.07692307692307693
2222,GSPDEN,0.5
2223,GSPDFW,5.666666666666667
2224,GSPDTW,-6.117647058823529
2225,GSPEWR,6.625
2226,GSPFLL,-10.0
2227,GSPIAD,-12.0
2228,GSPIAH,-1.6666666666666667
2229,GSPLGA,2.142857142857143
2230,GSPMCO,33.0
2231,GSPMIA,-2.4285714285714284
2232,GSPORD,0.4
2233,GSPPHL,9.0
2234,GSPPIE,23.0
2235,GSPSFB,2.0
2236,GSTJNU,1.0
2237,GTFAZA,4.0
2238,GTFDEN,2.0714285714285716
2239,GTFMSP,-14.6
2240,GTFSEA,6.0
2241,GTFSLC,-7.1875
2242,GTRATL,-1.4285714285714286
2243,GUCDEN,-19.0
2244,GUCDFW,9.0
2245,GUMHNL,-10.833333333333334
2246,GUMSPN,1.8
2247,HDNATL,6.0
2248,HDNDEN,-6.2
2249,HDNIAH,-38.5
2250,HDNMSP,-32.0
2251,HDNORD,9.0
2252,HDNSEA,-28.0
2253,HGRPIE,12.333333333333334
2254,HHHATL,7.111111111111111
2255,HHHCLT,-1.125
2256,HHHIAD,15.0
2257,HIBMSP,-13.2
2258,HLNDEN,-3.6
2259,HLNMSP,-2.3333333333333335
2260,HLNSEA,7.666666666666667
2261,HLNSLC,-3.235294117647059
2262,HNLANC,-13.333333333333334
2263,HNLATL,6.75
2264,HNLBOS,26.0
2265,HNLDEN,-10.5
2266,HNLDFW,-14.416666666666666
2267,HNLEWR,-12.0
2268,HNLGUM,6.0
2269,HNLIAD,-1.0
2270,HNLIAH,-4.25
2271,HNLITO,1.1333333333333333
2272,HNLJFK,15.75
2273,HNLJHM,-4.181818181818182
2274,HNLKOA,0.5517241379310345
2275,HNLLAS,5.8
2276,HNLLAX,-2.5970149253731343
2277,HNLLGB,-0.3333333333333333
2278,HNLLIH,-0.07042253521126761
2279,HNLLNY,5.6875
2280,HNLMKK,10.25
2281,HNLMSP,-19.25
2282,HNLOAK,9.714285714285714
2283,HNLOGG,2.38
2284,HNLORD,-14.0
2285,HNLPDX,5.090909090909091
2286,HNLPHX,-0.3
2287,HNLPPG,-1.0
2288,HNLSAN,0.6363636363636364
2289,HNLSEA,5.454545454545454
2290,HNLSFO,3.9
2291,HNLSJC,-1.1428571428571428
2292,HNLSLC,1.8
2293,HNLSMF,-0.6
2294,HOBIAH,-4.555555555555555
2295,HOUABQ,7.111111111111111
2296,HOUATL,2.169811320754717
2297,HOUAUS,4.5
2298,HOUBHM,11.875
2299,HOUBNA,5.764705882352941
2300,HOUBOS,8.857142857142858
2301,HOUBUR,7.0
2302,HOUBWI,3.3076923076923075
2303,HOUCHS,8.857142857142858
2304,HOUCLT,0.375
2305,HOUCMH,1.0
2306,HOUCRP,-1.3076923076923077
2307,HOUDAL,3.574712643678161
2308,HOUDCA,4.083333333333333
2309,HOUDEN,9.892857142857142
2310,HOUDFW,6.970588235294118
2311,HOUECP,12.0
2312,HOUELP,6.9375
2313,HOUFLL,3.5
2314,HOUHRL,2.5
2315,HOUIND,1.4166666666666667
2316,HOUJAX,16.8
2317,HOUJFK,17.5
2318,HOULAS,2.8333333333333335
2319,HOULAX,4.214285714285714
2320,HOULGA,8.416666666666666
2321,HOUMAF,5.076923076923077
2322,HOUMCI,14.0
2323,HOUMCO,5.777777777777778
2324,HOUMDW,2.2222222222222223
2325,HOUMEM,-0.45454545454545453
2326,HOUMKE,17.333333333333332
2327,HOUMSY,4.911764705882353
2328,HOUOAK,9.857142857142858
2329,HOUOKC,2.6
2330,HOUOMA,7.6
2331,HOUPDX,8.0
2332,HOUPHL,16.0
2333,HOUPHX,13.526315789473685
2334,HOUPIT,-10.25
2335,HOUPNS,2.0
2336,HOURDU,-5.333333333333333
2337,HOUSAN,6.181818181818182
2338,HOUSAT,1.1666666666666667
2339,HOUSDF,9.0
2340,HOUSEA,22.0
2341,HOUSJC,-9.666666666666666
2342,HOUSJU,4.333333333333333
2343,HOUSLC,11.75
2344,HOUSNA,-5.75
2345,HOUSTL,-4.470588235294118
2346,HOUTPA,1.0588235294117647
2347,HOUTUL,-2.3076923076923075
2348,HPNATL,-9.32
2349,HPNCLT,-9.4
2350,HPNDCA,11.588235294117647
2351,HPNDTW,5.0
2352,HPNFLL,-6.0
2353,HPNMCO,-1.8235294117647058
2354,HPNORD,4.625
2355,HPNPBI,4.0
2356,HPNRSW,-4.0
2357,HPNTPA,-10.125
2358,HRLAUS,22.0
2359,HRLDFW,-2.875
2360,HRLHOU,3.36
2361,HRLIAH,2.5384615384615383
2362,HRLMSP,-11.0
2363,HSVATL,-7.641025641025641
2364,HSVCLT,0.0
2365,HSVDCA,5.105263157894737
2366,HSVDEN,-2.625
2367,HSVDFW,8.875
2368,HSVDTW,-13.75
2369,HSVIAD,0.5714285714285714
2370,HSVIAH,3.5833333333333335
2371,HSVMCO,-8.0
2372,HSVORD,3.0
2373,HTSCLT,0.9411764705882353
2374,HTSMYR,-19.0
2375,HTSPIE,13.333333333333334
2376,HTSSFB,-18.5
2377,HVNPHL,-8.272727272727273
2378,HYSDEN,-7.666666666666667
2379,HYSSLN,-17.0
2380,IADALB,3.0
2381,IADATL,-1.9649122807017543
2382,IADAUS,-5.3076923076923075
2383,IADAVL,-13.0
2384,IADAVP,-7.8
2385,IADBDL,4.4
2386,IADBNA,-2.1818181818181817
2387,IADBOS,-2.05
2388,IADBTV,2.272727272727273
2389,IADBUF,-5.363636363636363
2390,IADCAE,-4.533333333333333
2391,IADCHA,-17.333333333333332
2392,IADCHO,8.2
2393,IADCHS,2.7857142857142856
2394,IADCKB,-8.25
2395,IADCLE,-2.1578947368421053
2396,IADCLT,-4.454545454545454
2397,IADCMH,-1.5714285714285714
2398,IADCRW,-14.666666666666666
2399,IADCVG,5.166666666666667
2400,IADDAY,-10.0
2401,IADDEN,-3.738095238095238
2402,IADDFW,3.074074074074074
2403,IADDTW,6.36
2404,IADEWR,-2.0
2405,IADFAY,-6.8
2406,IADFLL,0.8181818181818182
2407,IADGRR,-16.0
2408,IADGSO,-6.846153846153846
2409,IADGSP,1.875
2410,IADHNL,19.5
2411,IADHSV,-10.0
2412,IADIAH,3.1818181818181817
2413,IADILM,0.5
2414,IADIND,-9.666666666666666
2415,IADITH,-16.75
2416,IADJAX,14.785714285714286
2417,IADJFK,-9.8
2418,IADLAS,-1.2857142857142858
2419,IADLAX,-1.8695652173913044
2420,IADLEX,-18.5
2421,IADLGA,5.75
2422,IADLWB,-27.0
2423,IADMCI,10.428571428571429
2424,IADMCO,4.0
2425,IADMDT,0.5333333333333333
2426,IADMHT,0.8333333333333334
2427,IADMIA,-3.0
2428,IADMSP,-10.304347826086957
2429,IADMSY,-0.5714285714285714
2430,IADOGS,18.0
2431,IADOKC,-1.5
2432,IADORD,2.2962962962962963
2433,IADORF,-11.75
2434,IADPBG,0.7142857142857143
2435,IADPDX,-12.0
2436,IADPHL,8.875
2437,IADPHX,7.625
2438,IADPIT,2.0
2439,IADPVD,7.75
2440,IADPWM,18.90909090909091
2441,IADRDU,8.133333333333333
2442,IADRIC,1.625
2443,IADROA,5.090909090909091
2444,IADROC,1.5
2445,IADRSW,-16.0
2446,IADSAN,7.214285714285714
2447,IADSAT,-6.2
2448,IADSAV,4.928571428571429
2449,IADSCE,-8.928571428571429
2450,IADSDF,10.6
2451,IADSEA,5.136363636363637
2452,IADSFO,0.3142857142857143
2453,IADSHD,-12.5
2454,IADSJU,0.16666666666666666
2455,IADSLC,-9.75
2456,IADSMF,4.666666666666667
2457,IADSTL,6.647058823529412
2458,IADSTT,10.0
2459,IADSYR,-19.714285714285715
2460,IADTPA,-1.5714285714285714
2461,IADTYS,0.625
2462,IAGFLL,21.5
2463,IAGMYR,14.0
2464,IAGPGD,13.0
2465,IAGPIE,1.5
2466,IAGSFB,2.0
2467,IAHABQ,7.7272727272727275
2468,IAHAEX,12.5
2469,IAHAMA,-1.588235294117647
2470,IAHANC,-0.3333333333333333
2471,IAHASE,7.5
2472,IAHATL,0.6285714285714286
2473,IAHAUS,3.3513513513513513
2474,IAHBHM,8.363636363636363
2475,IAHBNA,8.3125
2476,IAHBOI,28.5
2477,IAHBOS,7.44
2478,IAHBRO,4.5
2479,IAHBTR,4.258064516129032
2480,IAHBWI,2.6666666666666665
2481,IAHCAE,2.6
2482,IAHCAK,-2.0
2483,IAHCHS,-7.0
2484,IAHCLE,-8.0
2485,IAHCLL,1.6153846153846154
2486,IAHCLT,0.7307692307692307
2487,IAHCMH,0.75
2488,IAHCOS,1.5714285714285714
2489,IAHCRP,2.0
2490,IAHCRW,-2.0
2491,IAHCVG,1.1363636363636365
2492,IAHDAY,9.0
2493,IAHDCA,-1.5405405405405406
2494,IAHDEN,-0.7857142857142857
2495,IAHDFW,6.394736842105263
2496,IAHDSM,4.416666666666667
2497,IAHDTW,-3.951219512195122
2498,IAHECP,-1.0
2499,IAHEGE,22.0
2500,IAHELP,1.25
2501,IAHEWR,2.8620689655172415
2502,IAHFLL,5.0
2503,IAHGPT,3.6470588235294117
2504,IAHGRK,2.8
2505,IAHGRR,8.5
2506,IAHGSP,11.0
2507,IAHHDN,4.0
2508,IAHHNL,8.75
2509,IAHHOB,0.25
2510,IAHHRL,-0.19047619047619047
2511,IAHHSV,6.166666666666667
2512,IAHIAD,-2.3333333333333335
2513,IAHICT,7.421052631578948
2514,IAHIND,-9.454545454545455
2515,IAHJAN,-1.368421052631579
2516,IAHJAX,16.166666666666668
2517,IAHJFK,-15.0
2518,IAHLAS,0.5384615384615384
2519,IAHLAX,0.23214285714285715
2520,IAHLBB,4.916666666666667
2521,IAHLCH,2.909090909090909
2522,IAHLEX,-9.0
2523,IAHLFT,1.0909090909090908
2524,IAHLGA,2.23728813559322
2525,IAHLIT,9.347826086956522
2526,IAHLRD,14.142857142857142
2527,IAHMAF,7.136363636363637
2528,IAHMCI,2.04
2529,IAHMCO,-1.5555555555555556
2530,IAHMEM,0.6666666666666666
2531,IAHMFE,5.636363636363637
2532,IAHMIA,12.935483870967742
2533,IAHMKE,-0.8333333333333334
2534,IAHMLU,-5.4
2535,IAHMOB,3.7058823529411766
2536,IAHMSP,-1.1081081081081081
2537,IAHMSY,4.454545454545454
2538,IAHMTJ,21.0
2539,IAHOAK,-10.0
2540,IAHOKC,0.1724137931034483
2541,IAHOMA,5.909090909090909
2542,IAHONT,9.0
2543,IAHORD,3.8524590163934427
2544,IAHORF,36.0
2545,IAHPBI,24.0
2546,IAHPDX,-0.6153846153846154
2547,IAHPHL,1.6923076923076923
2548,IAHPHX,3.6785714285714284
2549,IAHPIT,2.1904761904761907
2550,IAHPNS,0.4375
2551,IAHPSP,-9.666666666666666
2552,IAHRDU,8.647058823529411
2553,IAHRIC,-3.5555555555555554
2554,IAHRNO,-7.0
2555,IAHRSW,-2.6666666666666665
2556,IAHSAN,7.55
2557,IAHSAT,2.2916666666666665
2558,IAHSAV,-18.666666666666668
2559,IAHSDF,-4.1
2560,IAHSEA,2.0588235294117645
2561,IAHSFO,1.5
2562,IAHSGF,11.625
2563,IAHSHV,-12.384615384615385
2564,IAHSJC,6.625
2565,IAHSJU,3.5555555555555554
2566,IAHSLC,10.333333333333334
2567,IAHSMF,6.0
2568,IAHSNA,3.4545454545454546
2569,IAHSTL,9.318181818181818
2570,IAHTPA,3.793103448275862
2571,IAHTUL,6.88
2572,IAHTUS,6.928571428571429
2573,IAHTYS,1.7142857142857142
2574,IAHVPS,0.8333333333333334
2575,IAHXNA,4.105263157894737
2576,ICTATL,0.07142857142857142
2577,ICTAZA,49.0
2578,ICTDEN,1.1538461538461537
2579,ICTDFW,-1.05
2580,ICTIAH,-1.3
2581,ICTLAS,0.4
2582,ICTLAX,-3.0
2583,ICTMSP,-6.611111111111111
2584,ICTORD,-2.111111111111111
2585,ICTPHX,-7.428571428571429
2586,ICTSEA,-16.0
2587,ICTSTL,11.444444444444445
2588,IDADEN,1.8666666666666667
2589,IDALAS,0.5
2590,IDAOAK,39.0
2591,IDASLC,-2.9285714285714284
2592,IFPPHX,-12.0
2593,ILMATL,-1.8
2594,ILMCLT,-4.972222222222222
2595,ILMDCA,10.0
2596,ILMDFW,-0.5
2597,ILMIAD,-4.2
2598,ILMLGA,17.916666666666668
2599,ILMORD,-2.4
2600,ILMPHL,-0.7142857142857143
2601,IMTDTW,-0.18181818181818182
2602,IMTMSP,-19.0
2603,INDATL,3.125
2604,INDBOS,1.3181818181818181
2605,INDBWI,1.0833333333333333
2606,INDCHS,12.0
