,route,mean_delay_route
896,CLEMYR,-7.0
897,CLEORD,0.9090909090909091
898,CLEPHL,-2.44
899,CLEPHX,-3.4285714285714284
900,CLEPIE,8.5
901,CLERDU,7.333333333333333
902,CLERSW,-2.2
903,CLESAN,36.0
904,CLESAT,-13.0
905,CLESEA,10.0
906,CLESFB,2.0
907,CLESFO,19.714285714285715
908,CLESLC,3.0
909,CLESRQ,-0.4
910,CLESTL,-4.5
911,CLETPA,7.363636363636363
912,CLLDFW,-8.764705882352942
913,CLLIAH,-16.4
914,CLTABE,6.578947368421052
915,CLTAGS,4.72
916,CLTALB,7.166666666666667
917,CLTATL,-1.6704545454545454
918,CLTAUS,9.235294117647058
919,CLTAVL,13.62962962962963
920,CLTAVP,5.75
921,CLTBDL,10.15
922,CLTBGR,-12.0
923,CLTBHM,9.208333333333334
924,CLTBNA,2.875
925,CLTBOS,3.1333333333333333
926,CLTBTR,-2.4545454545454546
927,CLTBTV,1.1666666666666667
928,CLTBUF,2.1
929,CLTBWI,1.7777777777777777
930,CLTCAE,2.1470588235294117
931,CLTCAK,2.76
932,CLTCHA,5.464285714285714
933,CLTCHO,7.9655172413793105
934,CLTCHS,5.1
935,CLTCID,4.666666666666667
936,CLTCLE,11.518518518518519
937,CLTCMH,-2.625
938,CLTCMI,1.0
939,CLTCRW,7.904761904761905
940,CLTCVG,2.891304347826087
941,CLTDAB,5.333333333333333
942,CLTDAL,9.2
943,CLTDAY,2.735294117647059
944,CLTDCA,1.3170731707317074
945,CLTDEN,2.7291666666666665
946,CLTDFW,6.666666666666667
947,CLTDSM,-2.0
948,CLTDTW,0.4883720930232558
949,CLTECP,-5.25
950,CLTERI,5.666666666666667
951,CLTEVV,6.6
952,CLTEWN,7.913043478260869
953,CLTEWR,11.340425531914894
954,CLTEYW,0.7272727272727273
955,CLTFAY,3.8
956,CLTFLL,2.8333333333333335
957,CLTFLO,6.857142857142857
958,CLTFNT,39.0
959,CLTFWA,-0.8888888888888888
960,CLTGNV,16.294117647058822
961,CLTGPT,4.333333333333333
962,CLTGRR,3.75
963,CLTGSO,4.357142857142857
964,CLTGSP,-0.2647058823529412
965,CLTHHH,-2.3333333333333335
966,CLTHOU,1.0
967,CLTHPN,11.45
968,CLTHSV,-3.5
969,CLTHTS,-5.545454545454546
970,CLTIAD,4.403846153846154
971,CLTIAH,5.595744680851064
972,CLTILM,3.4324324324324325
973,CLTIND,3.870967741935484
974,CLTJAN,6.0
975,CLTJAX,2.9
976,CLTJFK,3.682926829268293
977,CLTLAS,9.791666666666666
978,CLTLAX,1.0357142857142858
979,CLTLEX,1.8333333333333333
980,CLTLGA,-1.4210526315789473
981,CLTLIT,4.066666666666666
982,CLTLYH,6.483870967741935
983,CLTMCI,-5.583333333333333
984,CLTMCO,4.326086956521739
985,CLTMDT,-1.8333333333333333
986,CLTMDW,0.38095238095238093
987,CLTMEM,1.6111111111111112
988,CLTMGM,7.714285714285714
989,CLTMHT,5.3
990,CLTMIA,2.3333333333333335
991,CLTMKE,7.833333333333333
992,CLTMLB,1.2142857142857142
993,CLTMOB,1.5
994,CLTMSN,7.3
995,CLTMSP,-1.7741935483870968
996,CLTMSY,5.75
997,CLTMYR,10.3125
998,CLTOAJ,3.9047619047619047
999,CLTOKC,11.727272727272727
1000,CLTOMA,-2.4285714285714284
1001,CLTORD,2.6825396825396823
1002,CLTORF,9.285714285714286
1003,CLTPBI,6.333333333333333
1004,CLTPDX,20.142857142857142
1005,CLTPGV,10.5
1006,CLTPHF,7.685714285714286
1007,CLTPHL,7.489795918367347
1008,CLTPHX,0.6666666666666666
1009,CLTPIA,11.222222222222221
1010,CLTPIT,-1.8484848484848484
1011,CLTPNS,-3.391304347826087
1012,CLTPVD,-2.782608695652174
1013,CLTPWM,12.375
1014,CLTRAP,-15.0
1015,CLTRDU,8.651162790697674
1016,CLTRIC,4.611111111111111
1017,CLTROA,6.185185185185185
1018,CLTROC,2.85
1019,CLTRSW,-0.17647058823529413
1020,CLTSAN,10.294117647058824
1021,CLTSAT,4.933333333333334
1022,CLTSAV,2.0714285714285716
1023,CLTSBN,1.5
1024,CLTSBY,5.0
1025,CLTSDF,4.485714285714286
1026,CLTSEA,19.928571428571427
1027,CLTSFO,3.64
1028,CLTSGF,10.555555555555555
1029,CLTSHV,-0.8181818181818182
1030,CLTSJC,-1.0
1031,CLTSJU,9.571428571428571
1032,CLTSLC,-0.8461538461538461
1033,CLTSMF,10.666666666666666
1034,CLTSRQ,6.944444444444445
1035,CLTSTL,2.8421052631578947
1036,CLTSTT,-0.3333333333333333
1037,CLTSTX,1.0
1038,CLTSYR,9.75
1039,CLTTLH,7.043478260869565
1040,CLTTOL,23.6
1041,CLTTPA,3.7435897435897436
1042,CLTTRI,6.142857142857143
1043,CLTTTN,27.333333333333332
1044,CLTTUL,6.3
1045,CLTTUS,-5.0
1046,CLTTYS,7.935483870967742
1047,CLTVPS,6.565217391304348
1048,CLTXNA,-4.181818181818182
1049,CMHATL,-5.872727272727273
1050,CMHAUS,-5.0
1051,CMHBNA,5.0
1052,CMHBOS,6.9
1053,CMHBWI,-5.666666666666667
1054,CMHCLT,4.884615384615385
1055,CMHDAL,13.166666666666666
1056,CMHDCA,8.136363636363637
1057,CMHDEN,-8.125
1058,CMHDFW,5.25
1059,CMHDTW,1.8181818181818181
1060,CMHEWR,13.166666666666666
1061,CMHFLL,14.142857142857142
1062,CMHHOU,13.75
1063,CMHIAD,2.5
1064,CMHIAH,-1.8
1065,CMHJFK,-3.25
1066,CMHLAS,-5.285714285714286
1067,CMHLAX,-5.2
1068,CMHLGA,4.043478260869565
1069,CMHMCO,0.9444444444444444
1070,CMHMDW,0.5714285714285714
1071,CMHMIA,2.1333333333333333
1072,CMHMSP,-3.9411764705882355
1073,CMHMSY,16.6
1074,CMHMYR,-12.0
1075,CMHOAK,1.0
1076,CMHORD,-4.292307692307692
1077,CMHPBI,-27.0
1078,CMHPHL,2.260869565217391
1079,CMHPHX,5.583333333333333
1080,CMHRDU,-14.4
1081,CMHRSW,2.2857142857142856
1082,CMHSEA,20.5
1083,CMHSLC,-19.0
1084,CMHSTL,0.7777777777777778
1085,CMHTPA,9.428571428571429
1086,CMICLT,-5.5
1087,CMIDFW,-2.142857142857143
1088,CMIORD,2.7142857142857144
1089,CMXORD,-13.166666666666666
1090,CNYDEN,-9.0
1091,CODDEN,0.6666666666666666
1092,CODORD,-40.0
1093,CODSLC,-20.0
1094,COSATL,-11.666666666666666
1095,COSDEN,1.4285714285714286
1096,COSDFW,-4.1875
1097,COSIAD,15.0
1098,COSIAH,13.5
1099,COSLAS,-15.75
1100,COSLAX,2.5714285714285716
1101,COSMCO,-17.0
1102,COSMSP,-11.0
1103,COSORD,7.705882352941177
1104,COSPHX,22.857142857142858
1105,COSSAN,15.0
1106,COSSLC,2.272727272727273
1107,COUDEN,-8.666666666666666
1108,COUDFW,3.0
1109,COUORD,-3.35
1110,CPRDEN,-0.6363636363636364
1111,CPRSLC,-13.0
1112,CRPDFW,-1.28125
1113,CRPHOU,2.6842105263157894
1114,CRPIAH,5.392857142857143
1115,CRWATL,9.466666666666667
1116,CRWCLT,5.05
1117,CRWDCA,2.5
1118,CRWIAD,-8.5
1119,CRWORD,7.625
1120,CRWPHL,20.5
1121,CSGATL,5.0
1122,CVGATL,5.375
1123,CVGAUS,-2.1666666666666665
1124,CVGBDL,-0.5714285714285714
1125,CVGBOS,3.727272727272727
1126,CVGBWI,2.185185185185185
1127,CVGCHS,6.0
1128,CVGCLT,2.2972972972972974
1129,CVGDCA,0.08333333333333333
1130,CVGDEN,-3.5
1131,CVGDFW,8.964285714285714
1132,CVGDTW,1.411764705882353
1133,CVGEWR,2.9
1134,CVGFLL,-3.090909090909091
1135,CVGIAD,3.5
1136,CVGIAH,3.423076923076923
1137,CVGJAX,2.5
1138,CVGJFK,-18.666666666666668
1139,CVGLAS,-0.3333333333333333
1140,CVGLAX,-2.933333333333333
1141,CVGLGA,7.346153846153846
1142,CVGMCI,6.25
1143,CVGMCO,-0.21428571428571427
1144,CVGMDW,-2.740740740740741
1145,CVGMIA,1.2941176470588236
1146,CVGMKE,-15.0
1147,CVGMSP,0.5714285714285714
1148,CVGORD,-0.0410958904109589
1149,CVGPGD,9.25
1150,CVGPHL,1.8709677419354838
1151,CVGPHX,-14.5
1152,CVGPIE,7.0
1153,CVGRDU,27.4
1154,CVGRSW,-7.833333333333333
1155,CVGSAN,14.75
1156,CVGSAT,11.0
1157,CVGSAV,-14.0
1158,CVGSEA,0.3333333333333333
1159,CVGSFB,-10.0
1160,CVGSFO,-17.0
1161,CVGSLC,-5.769230769230769
1162,CVGSRQ,13.6
1163,CVGSTL,-10.0
1164,CVGTPA,-4.8
1165,CVGVPS,10.5
1166,CVGXNA,-11.0
1167,CWADTW,-9.714285714285714
1168,CWAMSP,-9.363636363636363
1169,CWAORD,7.0
1170,CYSDFW,-4.333333333333333
1171,DABATL,-2.375
1172,DABCLT,5.1
1173,DABJFK,2.5
1174,DALABQ,15.121212121212121
1175,DALAMA,4.7
1176,DALATL,3.1794871794871793
1177,DALAUS,5.74468085106383
1178,DALBHM,12.0
1179,DALBNA,1.65
1180,DALBOS,1.0
1181,DALBUR,-0.8
1182,DALBWI,7.176470588235294
1183,DALCHS,0.8333333333333334
1184,DALCLE,-14.0
1185,DALCLT,7.5
1186,DALCMH,14.333333333333334
1187,DALCRP,-22.0
1188,DALDCA,6.714285714285714
1189,DALDEN,8.352941176470589
1190,DALDTW,-3.5
1191,DALECP,-13.0
1192,DALELP,9.235294117647058
1193,DALFLL,2.7142857142857144
1194,DALHOU,3.289855072463768
1195,DALIND,7.25
1196,DALJAX,-9.8
1197,DALLAS,3.0555555555555554
1198,DALLAX,5.955555555555556
1199,DALLBB,13.0
1200,DALLGA,14.166666666666666
1201,DALLIT,1.7777777777777777
1202,DALMAF,1.8
1203,DALMCI,6.461538461538462
1204,DALMCO,5.9523809523809526
1205,DALMDW,3.1
1206,DALMEM,16.75
1207,DALMKE,-9.333333333333334
1208,DALMSP,-9.0
1209,DALMSY,8.03225806451613
1210,DALOAK,9.88888888888889
1211,DALOKC,7.454545454545454
1212,DALOMA,-6.0
1213,DALONT,14.142857142857142
1214,DALPDX,12.375
1215,DALPHL,4.2727272727272725
1216,DALPHX,10.806451612903226
1217,DALPIT,6.555555555555555
1218,DALPNS,-12.5
1219,DALRDU,5.857142857142857
1220,DALRNO,55.0
1221,DALSAN,7.84
1222,DALSAT,7.0
1223,DALSDF,-7.0
1224,DALSEA,12.692307692307692
1225,DALSFO,16.625
1226,DALSJC,-3.4444444444444446
1227,DALSLC,-0.5
1228,DALSMF,-11.166666666666666
1229,DALSNA,-22.0
1230,DALSTL,5.5
1231,DALTPA,5.230769230769231
1232,DALTUL,5.666666666666667
1233,DAYATL,-1.8461538461538463
1234,DAYCLT,6.217391304347826
1235,DAYDCA,7.95
1236,DAYDEN,-12.285714285714286
1237,DAYDFW,4.0
1238,DAYDTW,-3.1578947368421053
1239,DAYEWR,-8.333333333333334
1240,DAYIAD,-7.75
1241,DAYIAH,-23.0
1242,DAYLGA,-4.166666666666667
1243,DAYMSP,-10.857142857142858
1244,DAYORD,-2.5588235294117645
1245,DAYPGD,11.5
1246,DAYPHL,-3.65
1247,DAYPIE,-15.0
1248,DBQORD,0.0
1249,DCAALB,3.15
1250,DCAATL,2.2625
1251,DCAAUS,19.5
1252,DCABDL,11.827586206896552
1253,DCABGR,7.764705882352941
1254,DCABHM,-1.3333333333333333
1255,DCABNA,1.8333333333333333
1256,DCABOS,-2.4047619047619047
1257,DCABTV,3.6666666666666665
1258,DCABUF,-2.5454545454545454
1259,DCACAE,11.4
1260,DCACAK,-5.5
1261,DCACHA,6.0
1262,DCACHS,2.608695652173913
1263,DCACLE,-2.347826086956522
1264,DCACLT,-5.075
1265,DCACMH,-7.4
1266,DCACRW,19.8
1267,DCACVG,2.473684210526316
1268,DCADAL,-0.3333333333333333
1269,DCADAY,2.8
1270,DCADEN,8.0
1271,DCADFW,3.310344827586207
1272,DCADSM,7.375
1273,DCADTW,-2.4166666666666665
1274,DCAEWR,7.689655172413793
1275,DCAEYW,7.0
1276,DCAFLL,-2.586206896551724
1277,DCAGRR,17.8
1278,DCAGSO,3.0
1279,DCAGSP,8.428571428571429
1280,DCAHOU,-0.8333333333333334
1281,DCAHPN,14.266666666666667
1282,DCAHSV,-4.6
1283,DCAIAH,-7.625
1284,DCAILM,-2.3333333333333335
1285,DCAIND,3.625
1286,DCAJAN,-7.0
1287,DCAJAX,3.9444444444444446
1288,DCAJFK,-9.592592592592593
1289,DCALAN,3.3333333333333335
1290,DCALAS,-6.166666666666667
1291,DCALAX,-9.88888888888889
1292,DCALEX,20.0
1293,DCALGA,3.7294117647058824
1294,DCALIT,3.5
1295,DCAMCI,-4.066666666666666
1296,DCAMCO,-1.8857142857142857
1297,DCAMDW,1.5416666666666667
1298,DCAMEM,0.25
1299,DCAMGM,3.5
1300,DCAMHT,1.3
1301,DCAMIA,-0.3170731707317073
1302,DCAMKE,4.166666666666667
1303,DCAMSN,0.25
1304,DCAMSP,-8.785714285714286
1305,DCAMSY,-0.6666666666666666
1306,DCAMYR,-8.0
1307,DCAOKC,6.0
1308,DCAOMA,-10.5
1309,DCAORD,-5.863636363636363
1310,DCAORF,8.222222222222221
1311,DCAPBI,-8.125
1312,DCAPDX,-7.142857142857143
1313,DCAPHL,8.88888888888889
1314,DCAPHX,6.571428571428571
1315,DCAPIT,7.235294117647059
1316,DCAPNS,5.5
1317,DCAPVD,7.119047619047619
1318,DCAPWM,2.7058823529411766
1319,DCARDU,2.048780487804878
1320,DCAROC,-3.0625
1321,DCARSW,5.7272727272727275
1322,DCASAV,0.75
1323,DCASDF,6.777777777777778
1324,DCASEA,10.857142857142858
1325,DCASFO,-8.666666666666666
1326,DCASJU,-4.333333333333333
1327,DCASLC,-18.75
1328,DCASRQ,-10.666666666666666
1329,DCASTL,3.3783783783783785
1330,DCASYR,-3.4615384615384617
1331,DCATLH,-2.2
1332,DCATPA,-0.8181818181818182
1333,DCATYS,3.7777777777777777
1334,DCAVPS,14.75
1335,DCAXNA,-9.0
1336,DENABQ,2.4523809523809526
1337,DENACV,19.0
1338,DENALB,-1.1428571428571428
1339,DENAMA,9.0
1340,DENANC,-9.25
1341,DENASE,9.702702702702704
1342,DENATL,2.796875
1343,DENATW,4.5
1344,DENATY,-15.5
1345,DENAUS,0.019230769230769232
1346,DENAVL,28.5
1347,DENBDL,1.2727272727272727
1348,DENBFF,-16.666666666666668
1349,DENBFL,8.583333333333334
1350,DENBHM,-1.7777777777777777
1351,DENBIL,0.6
1352,DENBIS,-1.7692307692307692
1353,DENBKG,3.25
1354,DENBMI,-24.0
1355,DENBNA,3.5357142857142856
1356,DENBOI,14.04
1357,DENBOS,1.9772727272727273
1358,DENBUF,-12.5
1359,DENBUR,3.3125
1360,DENBWI,1.7666666666666666
1361,DENBZN,-2.176470588235294
1362,DENCHS,8.5
1363,DENCID,9.25
1364,DENCLE,-5.966666666666667
1365,DENCLT,4.216216216216216
1366,DENCMH,-1.35
1367,DENCNY,14.75
1368,DENCOD,12.714285714285714
1369,DENCOS,2.806451612903226
1370,DENCOU,2.3333333333333335
1371,DENCPR,11.846153846153847
1372,DENCVG,1.5
1373,DENDAL,1.975
1374,DENDAY,0.2
1375,DENDCA,3.896551724137931
1376,DENDFW,3.7866666666666666
1377,DENDIK,-9.25
1378,DENDRO,7.777777777777778
1379,DENDSM,2.1363636363636362
1380,DENDTW,1.2692307692307692
1381,DENEAR,10.0
1382,DENEGE,-1.5714285714285714
1383,DENELP,-2.04
1384,DENEUG,-3.0
1385,DENEWR,5.833333333333333
1386,DENFAR,0.5454545454545454
1387,DENFAT,1.9285714285714286
1388,DENFCA,8.545454545454545
1389,DENFLG,9.0
1390,DENFLL,-3.1666666666666665
1391,DENFSD,2.9473684210526314
1392,DENGCC,-5.181818181818182
1393,DENGEG,4.758620689655173
1394,DENGJT,5.235294117647059
1395,DENGRR,-4.066666666666666
1396,DENGSO,-8.0
1397,DENGSP,-5.666666666666667
1398,DENGTF,-13.4
1399,DENGUC,-1.1666666666666667
1400,DENHDN,19.0
1401,DENHLN,7.6923076923076925
1402,DENHNL,-1.0
1403,DENHOU,5.230769230769231
1404,DENHSV,-5.6
1405,DENHYS,21.2
1406,DENIAD,8.64864864864865
1407,DENIAH,4.402985074626866
1408,DENICT,14.294117647058824
1409,DENIDA,5.782608695652174
1410,DENIND,-2.076923076923077
1411,DENISN,0.35714285714285715
1412,DENJAC,0.6666666666666666
1413,DENJAN,-11.0
1414,DENJAX,6.5
1415,DENJFK,-5.7894736842105265
1416,DENJMS,11.0
1417,DENKOA,16.857142857142858
1418,DENLAR,9.666666666666666
1419,DENLAS,2.9342105263157894
1420,DENLAX,4.108910891089109
1421,DENLBB,-2.2222222222222223
1422,DENLBF,-3.2
1423,DENLBL,43.0
1424,DENLFT,9.0
1425,DENLGA,13.511111111111111
1426,DENLIH,-0.16666666666666666
1427,DENLIT,0.8235294117647058
1428,DENLNK,11.692307692307692
1429,DENMAF,-0.6923076923076923
1430,DENMCI,-4.8431372549019605
1431,DENMCO,1.675
1432,DENMDT,19.0
1433,DENMDW,6.325
1434,DENMEM,10.181818181818182
1435,DENMFR,-3.8666666666666667
1436,DENMIA,3.263157894736842
1437,DENMKE,2.8333333333333335
1438,DENMLI,13.4
1439,DENMOT,-1.3
1440,DENMRY,0.625
1441,DENMSN,3.375
1442,DENMSO,-0.35714285714285715
1443,DENMSP,2.7962962962962963
1444,DENMSY,4.25
1445,DENMTJ,12.947368421052632
1446,DENMYR,58.0
1447,DENOAK,-0.3333333333333333
1448,DENOGG,-10.75
1449,DENOKC,-1.064516129032258
1450,DENOMA,1.9473684210526316
1451,DENONT,5.95
1452,DENORD,5.868421052631579
1453,DENORF,-4.8
1454,DENOTH,-17.0
1455,DENPAE,9.0
1456,DENPDX,7.166666666666667
1457,DENPHL,3.225806451612903
1458,DENPHX,5.128712871287129
1459,DENPIR,-3.0
1460,DENPIT,-1.1666666666666667
1461,DENPNS,6.333333333333333
1462,DENPRC,-2.5
1463,DENPSC,7.769230769230769
1464,DENPSP,4.095238095238095
1465,DENPUB,-7.0
1466,DENRAP,9.882352941176471
1467,DENRDM,21.0
1468,DENRDU,13.578947368421053
1469,DENRIC,3.4444444444444446
1470,DENRKS,-2.0
1471,DENRNO,-4.571428571428571
1472,DENRSW,-0.75
1473,DENSAF,3.0
1474,DENSAN,4.264150943396227
1475,DENSAT,0.1111111111111111
1476,DENSAV,2.5
1477,DENSBA,-3.25
1478,DENSBP,0.5714285714285714
1479,DENSDF,9.3
1480,DENSEA,7.048780487804878
1481,DENSFO,7.096774193548387
1482,DENSGF,3.3333333333333335
1483,DENSGU,-9.75
1484,DENSHV,8.333333333333334
1485,DENSJC,-2.3043478260869565
1486,DENSLC,4.585858585858586
1487,DENSMF,5.444444444444445
1488,DENSNA,2.44
1489,DENSTL,5.035714285714286
1490,DENSTS,17.5
1491,DENTPA,8.903225806451612
1492,DENTUL,5.911764705882353
1493,DENTUS,4.96
1494,DENTVC,38.333333333333336
1495,DENTYR,-8.0
1496,DENTYS,-3.3636363636363638
1497,DENVEL,-2.8333333333333335
1498,DENXNA,-5.818181818181818
1499,DENXWA,13.0
1500,DFWABI,3.2962962962962963
1501,DFWABQ,8.533333333333333
1502,DFWACT,8.157894736842104
1503,DFWAEX,1.375
1504,DFWAGS,-2.5
1505,DFWAMA,0.4782608695652174
1506,DFWANC,53.0
1507,DFWASE,2.230769230769231
1508,DFWATL,2.2625
1509,DFWAUS,6.333333333333333
1510,DFWAVL,14.0
1511,DFWBDL,12.2
1512,DFWBFL,17.0
1513,DFWBHM,2.269230769230769
1514,DFWBIL,-17.5
1515,DFWBIS,-11.75
1516,DFWBKG,16.0
1517,DFWBMI,12.0
1518,DFWBNA,-1.2413793103448276
1519,DFWBOI,5.555555555555555
1520,DFWBOS,4.923076923076923
1521,DFWBPT,17.0
1522,DFWBRO,-0.6923076923076923
1523,DFWBTR,3.2916666666666665
1524,DFWBUF,9.666666666666666
1525,DFWBUR,6.666666666666667
1526,DFWBWI,9.5
1527,DFWBZN,5.2
1528,DFWCAE,4.25
1529,DFWCHA,11.714285714285714
1530,DFWCHS,-0.4166666666666667
1531,DFWCID,5.6875
1532,DFWCLE,13.857142857142858
1533,DFWCLL,-0.5
1534,DFWCLT,11.86046511627907
1535,DFWCMH,6.2272727272727275
1536,DFWCMI,-1.2
1537,DFWCOS,10.523809523809524
1538,DFWCOU,10.3
1539,DFWCRP,2.1739130434782608
1540,DFWCVG,3.4705882352941178
1541,DFWDAY,7.1875
1542,DFWDCA,9.633333333333333
1543,DFWDEN,4.861111111111111
1544,DFWDRO,13.666666666666666
1545,DFWDRT,3.25
1546,DFWDSM,3.0
1547,DFWDTW,4.358974358974359
1548,DFWECP,-6.6
1549,DFWEGE,22.375
1550,DFWELP,9.047619047619047
1551,DFWEVV,1.2
1552,DFWEWR,6.66
1553,DFWEYW,-4.666666666666667
1554,DFWFAR,-4.363636363636363
1555,DFWFAT,-0.4444444444444444
1556,DFWFLG,6.0
1557,DFWFLL,6.2727272727272725
1558,DFWFSD,-2.227272727272727
1559,DFWFSM,-0.16666666666666666
1560,DFWFWA,8.307692307692308
1561,DFWGCK,-1.1428571428571428
1562,DFWGEG,17.333333333333332
1563,DFWGGG,9.5
1564,DFWGJT,7.0
1565,DFWGNV,7.0
1566,DFWGPT,14.941176470588236
1567,DFWGRI,1.2857142857142858
1568,DFWGRK,4.633333333333334
1569,DFWGRR,8.263157894736842
1570,DFWGSO,6.25
1571,DFWGSP,9.066666666666666
1572,DFWHDN,16.666666666666668
1573,DFWHNL,-2.4
1574,DFWHOU,4.305555555555555
1575,DFWHRL,14.666666666666666
1576,DFWHSV,0.2857142857142857
1577,DFWIAD,-1.6206896551724137
1578,DFWIAH,6.563380281690141
1579,DFWICT,6.882352941176471
1580,DFWILM,-5.0
1581,DFWIND,1.9
1582,DFWJAC,3.125
1583,DFWJAN,7.714285714285714
1584,DFWJAX,15.142857142857142
1585,DFWJFK,-0.045454545454545456
1586,DFWJLN,6.583333333333333
1587,DFWKOA,29.0
1588,DFWLAS,4.680555555555555
1589,DFWLAW,7.75
1590,DFWLAX,1.9540229885057472
1591,DFWLBB,7.689655172413793
1592,DFWLCH,3.8333333333333335
1593,DFWLEX,4.0
1594,DFWLFT,11.416666666666666
1595,DFWLGA,4.146341463414634
1596,DFWLIH,-20.0
1597,DFWLIT,2.838709677419355
1598,DFWLRD,8.529411764705882
1599,DFWMAF,3.92
1600,DFWMCI,11.433333333333334
1601,DFWMCO,6.8076923076923075
1602,DFWMEI,-13.5
1603,DFWMEM,6.9
1604,DFWMFE,7.964285714285714
1605,DFWMGM,4.352941176470588
1606,DFWMHK,6.4
1607,DFWMIA,3.697674418604651
1608,DFWMKE,4.285714285714286
1609,DFWMLI,-4.4
1610,DFWMLU,9.833333333333334
1611,DFWMOB,3.142857142857143
1612,DFWMSN,10.285714285714286
1613,DFWMSO,-8.0
1614,DFWMSP,5.338709677419355
1615,DFWMSY,3.3225806451612905
1616,DFWMTJ,15.333333333333334
1617,DFWMYR,6.75
1618,DFWOAK,-0.2
1619,DFWOGG,-36.75
1620,DFWOKC,10.511627906976743
1621,DFWOMA,12.117647058823529
1622,DFWONT,6.571428571428571
1623,DFWORD,4.329670329670329
1624,DFWORF,3.0
1625,DFWPBI,8.733333333333333
1626,DFWPDX,5.956521739130435
1627,DFWPHL,2.5405405405405403
1628,DFWPHX,3.4583333333333335
1629,DFWPIA,-1.6666666666666667
1630,DFWPIB,10.4
1631,DFWPIT,3.75
1632,DFWPNS,3.3333333333333335
1633,DFWPSP,5.615384615384615
1634,DFWRAP,-0.5
1635,DFWRDU,16.695652173913043
1636,DFWRIC,6.888888888888889
1637,DFWRNO,3.6666666666666665
1638,DFWROW,-3.4166666666666665
1639,DFWRSW,6.2105263157894735
1640,DFWSAF,2.25
1641,DFWSAN,7.428571428571429
1642,DFWSAT,8.724137931034482
1643,DFWSAV,-2.6666666666666665
1644,DFWSBA,-3.0
1645,DFWSBN,-1.125
1646,DFWSBP,31.5
1647,DFWSDF,12.48
1648,DFWSEA,6.0
1649,DFWSFO,6.161764705882353
1650,DFWSGF,8.0625
1651,DFWSHV,3.4074074074074074
1652,DFWSJC,10.642857142857142
1653,DFWSJT,4.071428571428571
1654,DFWSJU,18.4
1655,DFWSLC,7.0227272727272725
1656,DFWSMF,6.391304347826087
1657,DFWSNA,6.66
1658,DFWSPI,0.07692307692307693
1659,DFWSPS,4.666666666666667
1660,DFWSRQ,-1.0
1661,DFWSTL,4.115384615384615
1662,DFWSTS,8.0
1663,DFWSUX,-4.5
1664,DFWSWO,-0.8333333333333334
1665,DFWTLH,4.538461538461538
1666,DFWTPA,7.724137931034483
1667,DFWTUL,3.4545454545454546
1668,DFWTUS,12.64516129032258
1669,DFWTVC,-9.0
1670,DFWTXK,4.3
1671,DFWTYR,2.48
1672,DFWTYS,13.266666666666667
1673,DFWVPS,15.058823529411764
1674,DFWXNA,-0.7804878048780488
1675,DFWYUM,-4.5
1676,DHNATL,-3.357142857142857
1677,DIKDEN,-2.0
1678,DLGANC,-6.5
1679,DLHMSP,0.6190476190476191
1680,DLHORD,1.2727272727272727
1681,DRODEN,-7.260869565217392
1682,DRODFW,-1.5
1683,DROPHX,0.6
1684,DRTDFW,-10.375
1685,DSMATL,8.818181818181818
1686,DSMAZA,-2.0
1687,DSMCLT,-2.3333333333333335
1688,DSMDCA,4.5
1689,DSMDEN,-1.5
1690,DSMDFW,-10.833333333333334
1691,DSMDTW,-3.235294117647059
1692,DSMEWR,-17.0
1693,DSMIAH,2.272727272727273
1694,DSMLAS,0.75
1695,DSMLAX,-20.0
1696,DSMLGA,-6.4
1697,DSMMCO,33.333333333333336
1698,DSMMSP,-1.5
1699,DSMORD,1.2954545454545454
1700,DSMPGD,-5.333333333333333
1701,DSMPHL,22.625
1702,DSMPHX,12.25
1703,DSMPIE,13.5
1704,DSMSFB,25.333333333333332
1705,DSMSLC,6.2
1706,DSMSTL,8.125
1707,DTWABE,-6.3076923076923075
1708,DTWALB,-1.9285714285714286
1709,DTWAPN,-6.2
1710,DTWATL,-0.2857142857142857
1711,DTWATW,1.125
1712,DTWAUS,-1.0833333333333333
1713,DTWAVP,-8.666666666666666
1714,DTWAZO,3.230769230769231
1715,DTWBDL,-12.071428571428571
1716,DTWBGM,0.4444444444444444
1717,DTWBHM,-4.571428571428571
1718,DTWBNA,-0.30303030303030304
1719,DTWBOS,-5.311111111111111
1720,DTWBTV,6.857142857142857
1721,DTWBUF,-1.1818181818181819
1722,DTWBWI,-3.2
1723,DTWCAK,11.25
1724,DTWCHA,-4.571428571428571
1725,DTWCHS,2.230769230769231
1726,DTWCID,2.8333333333333335
1727,DTWCIU,-2.0
1728,DTWCLE,-1.45
1729,DTWCLT,1.826086956521739
1730,DTWCMH,-4.04
1731,DTWCVG,4.592592592592593
1732,DTWCWA,-3.0
1733,DTWDAL,11.75
1734,DTWDAY,-1.7
1735,DTWDCA,-2.0
1736,DTWDEN,-3.268292682926829
1737,DTWDFW,5.026315789473684
1738,DTWDSM,8.181818181818182
1739,DTWELM,-7.3125
1740,DTWERI,-5.333333333333333
1741,DTWESC,1.4545454545454546
1742,DTWEVV,5.777777777777778
1743,DTWEWR,3.6818181818181817
1744,DTWFLL,0.59375
1745,DTWFWA,-5.428571428571429
1746,DTWGRB,2.235294117647059
1747,DTWGRR,-0.8709677419354839
1748,DTWGSO,-1.6363636363636365
1749,DTWGSP,6.333333333333333
1750,DTWHPN,-2.727272727272727
