,month,mean_delay_month
0,1,0.4307713460745222
1,2,2.0181080689555264
2,3,1.0793242746970253
3,4,1.0217772215269085
4,5,1.8310835461510397
5,6,4.064655172413793
6,7,2.678597165505645
7,8,2.734140037593985
8,9,-0.508760286700292
9,10,1.2236024844720497
10,11,0.7306050715541049
11,12,1.6997803270685867
